   1   1   1   1     1.999942395666
   1   1   1   2    -0.000000000000
   1   1   2   2     3.998073681491
   1   1   1   3    -0.000002089750
   1   1   2   3    -0.000000000000
   1   1   3   3     3.978509646775
   1   1   1   4     0.000000661689
   1   1   2   4     0.000000000000
   1   1   3   4     0.000000834353
   1   1   4   4     3.946354070134
   1   1   1   5    -0.000000312805
   1   1   2   5     0.000000000000
   1   1   3   5    -0.000000388778
   1   1   4   5    -0.000000084080
   1   1   5   5     3.940164821858
   1   1   1   6    -0.000000125621
   1   1   2   6     0.000000000000
   1   1   3   6    -0.000000060599
   1   1   4   6    -0.000000046274
   1   1   5   6    -0.000000764746
   1   1   6   6     0.055423650162
   1   1   1   7    -0.000000318071
   1   1   2   7    -0.000000000000
   1   1   3   7    -0.000000125236
   1   1   4   7     0.000000780088
   1   1   5   7    -0.000000015651
   1   1   6   7    -0.000000517005
   1   1   7   7     0.047754644552
   1   1   1   8    -0.000000693535
   1   1   2   8    -0.000000000000
   1   1   3   8    -0.000000665270
   1   1   4   8    -0.000000396267
   1   1   5   8     0.000000176309
   1   1   6   8    -0.000000261245
   1   1   7   8    -0.000000514389
   1   1   8   8     0.017766482431
   1   1   1   9    -0.000000020550
   1   1   2   9    -0.000000000000
   1   1   3   9    -0.000000024590
   1   1   4   9     0.000000059643
   1   1   5   9     0.000000138069
   1   1   6   9     0.000004053060
   1   1   7   9    -0.000001872402
   1   1   8   9    -0.000000640360
   1   1   9   9     0.007910136303
   1   1   1  10    -0.000000174624
   1   1   2  10    -0.000000000000
   1   1   3  10    -0.000000079648
   1   1   4  10    -0.000000016079
   1   1   5  10    -0.000000010097
   1   1   6  10    -0.000000901088
   1   1   7  10    -0.000000822352
   1   1   8  10    -0.000003581932
   1   1   9  10     0.000000040691
   1   1  10  10     0.007805888428
   1   2   1   1    -0.000000000000
   1   2   2   1    -1.999036840745
   1   2   3   1     0.000000000000
   1   2   4   1    -0.000000000000
   1   2   5   1     0.000000000000
   1   2   6   1    -0.000000000000
   1   2   7   1     0.000000000000
   1   2   8   1     0.000000000000
   1   2   9   1     0.000000000000
   1   2  10   1     0.000000000000
   2   2   1   1     3.998073681491
   1   2   1   2     0.000077603275
   1   2   2   2    -0.000000000000
   1   2   3   2    -0.000011958054
   1   2   4   2     0.000007600241
   1   2   5   2    -0.000003493826
   1   2   6   2    -0.000002916676
   1   2   7   2    -0.000006739980
   1   2   8   2    -0.000006941369
   1   2   9   2    -0.000000117927
   1   2  10   2    -0.000000778123
   2   2   1   2    -0.000000000000
   2   2   2   2     1.999069559887
   1   2   1   3     0.000000000000
   1   2   2   3     0.000000058870
   1   2   3   3     0.000000000000
   1   2   4   3     0.000000000000
   1   2   5   3     0.000000000000
   1   2   6   3    -0.000000000000
   1   2   7   3    -0.000000000000
   1   2   8   3    -0.000000000000
   1   2   9   3    -0.000000000000
   1   2  10   3     0.000000000000
   2   2   1   3    -0.000000117741
   2   2   2   3     0.000000000000
   2   2   3   3     3.976715285423
   1   2   1   4    -0.000000000000
   1   2   2   4    -0.000000007426
   1   2   3   4     0.000000000000
   1   2   4   4     0.000000000000
   1   2   5   4     0.000000000000
   1   2   6   4     0.000000000000
   1   2   7   4    -0.000000000000
   1   2   8   4     0.000000000000
   1   2   9   4    -0.000000000000
   1   2  10   4    -0.000000000000
   2   2   1   4     0.000000014852
   2   2   2   4     0.000000000000
   2   2   3   4     0.000003817748
   2   2   4   4     3.944569897584
   1   2   1   5    -0.000000000000
   1   2   2   5     0.000000004747
   1   2   3   5     0.000000000000
   1   2   4   5     0.000000000000
   1   2   5   5    -0.000000000000
   1   2   6   5     0.000000000000
   1   2   7   5    -0.000000000000
   1   2   8   5     0.000000000000
   1   2   9   5     0.000000000000
   1   2  10   5    -0.000000000000
   2   2   1   5    -0.000000009493
   2   2   2   5     0.000000000000
   2   2   3   5    -0.000001995169
   2   2   4   5     0.000001887119
   2   2   5   5     3.938385709600
   1   2   1   6     0.000000000000
   1   2   2   6    -0.000000026288
   1   2   3   6    -0.000000000000
   1   2   4   6    -0.000000000000
   1   2   5   6     0.000000000000
   1   2   6   6     0.000000000000
