          14           1   119.729778946731     
          14           2   13.4256998652772     
          14           3   10.6675474121394     
          14           4   10.6675471975935     
          14           5   10.6675412417749     
          15           1   119.729778946731     
          15           2   13.4256998652772     
          15           3   10.6675474121394     
          15           4   10.6675471975935     
          15           5   10.6675412417749     
          16           1   119.729787201844     
          16           2   13.4257081203897     
          16           3   10.6675556672520     
          16           4   10.6675554527060     
          16           5   10.6675494968875     
          17           1   119.729993642247     
          17           2   13.4259145607924     
          17           3   10.6677621076547     
          17           4   10.6677618931087     
          17           5   10.6677559372902     
          18           1   119.730032150383     
          18           2   13.4259530689284     
          18           3   10.6678006157907     
          18           4   10.6678004012447     
          18           5   10.6677944454262     
