          10           1   119.406256196747     
          10           2   13.1177618449426     
          10           3   10.3664400900810     
          10           4   10.3664400900810     
          10           5   10.3664373337078     
          10           6   2.07435919866476     
          10           7   1.38786335552063     
          10           8   1.38775550400592     
          11           1   119.406274571258     
          11           2   13.1177802194531     
          11           3   10.3664584645916     
          11           4   10.3664584645916     
          11           5   10.3664557082183     
          11           6   2.07437757317527     
          11           7   1.38788173003114     
          11           8   1.38777387851643     
          12           1   119.406479272858     
          12           2   13.1179849210532     
          12           3   10.3666631661917     
          12           4   10.3666631661917     
          12           5   10.3666604098184     
          12           6   2.07458227477538     
          12           7   1.38808643163125     
          12           8   1.38797858011654     
          13           1   119.566219887034     
          13           2   13.2777255352291     
          13           3   10.5264037803676     
          13           4   10.5264037803676     
          13           5   10.5264010239943     
          13           6   2.23432288895128     
          13           7   1.54782704580715     
          13           8   1.54771919429244     
          14           1   119.714986194065     
          14           2   13.4264918422603     
          14           3   10.6751700873987     
          14           4   10.6751700873987     
          14           5   10.6751673310255     
          14           6   2.38308919598244     
          14           7   1.69659335283831     
          14           8   1.69648550132360     
          15           1   119.714986194065     
          15           2   13.4264918422603     
          15           3   10.6751700873987     
          15           4   10.6751700873987     
          15           5   10.6751673310255     
          15           6   2.38308919598244     
          15           7   1.69659335283831     
          15           8   1.69648550132360     
          16           1   119.715002206432     
          16           2   13.4265078546270     
          16           3   10.6751860997654     
          16           4   10.6751860997654     
          16           5   10.6751833433922     
          16           6   2.38310520834917     
          16           7   1.69660936520503     
          16           8   1.69650151369033     
          17           1   119.715203266133     
          17           2   13.4267089143281     
          17           3   10.6753871594665     
          17           4   10.6753871594665     
          17           5   10.6753844030933     
          17           6   2.38330626805025     
          17           7   1.69681042490612     
          17           8   1.69670257339141     
          18           1   119.715237574779     
          18           2   13.4267432229745     
          18           3   10.6754214681129     
          18           4   10.6754214681129     
          18           5   10.6754187117397     
          18           6   2.38334057669666     
          18           7   1.69684473355252     
          18           8   1.69673688203782     
