   1   1   1   1     1.984476675435
   1   1   2   2     3.363811399041
   1   1   3   3     0.003880426869
   1   1   4   4     0.612709570827
   1   2   1   2     0.000952723541
   1   2   2   1    -1.678176178397
   1   2   3   4    -0.000494832508
   1   2   4   3    -0.047350925129
   1   3   1   3    -0.124776863155
   1   3   2   4    -0.101903833432
   1   3   3   1     0.001961008199
   1   3   4   2     0.048066593188
   1   4   1   4    -0.001418352333
   1   4   2   3     0.001517255828
   1   4   3   2    -0.000007478963
   1   4   4   1    -0.308261505238
   2   1   1   2    -1.678176178397
   2   1   2   1     0.000952723541
   2   1   3   4    -0.047350925129
   2   1   4   3    -0.000494832508
   2   2   1   1     3.363811399041
   2   2   2   2     1.686220074937
   2   2   3   3     0.016259105436
   2   2   4   4     0.003817691265
   2   3   1   4     0.001517255828
   2   3   2   3    -0.007393051380
   2   3   3   2    -0.010036272542
   2   3   4   1    -0.000007478963
   2   4   1   3    -0.101903833432
   2   4   2   4    -0.718393525039
   2   4   3   1     0.048066593188
   2   4   4   2     0.001992376002
   3   1   1   3     0.001961008199
   3   1   2   4     0.048066593188
   3   1   3   1    -0.124776863155
   3   1   4   2    -0.101903833432
   3   2   1   4    -0.000007478963
   3   2   2   3    -0.010036272542
   3   2   3   2    -0.007393051380
   3   2   4   1     0.001517255828
   3   3   1   1     0.003880426869
   3   3   2   2     0.016259105436
   3   3   3   3     0.007922661789
   3   3   4   4     0.007153837141
   3   4   1   2    -0.000494832508
   3   4   2   1    -0.047350925129
   3   4   3   4     0.003203490640
   3   4   4   3     0.000152602553
   4   1   1   4    -0.308261505238
   4   1   2   3    -0.000007478963
   4   1   3   2     0.001517255828
   4   1   4   1    -0.001418352333
   4   2   1   3     0.048066593188
   4   2   2   4     0.001992376002
   4   2   3   1    -0.101903833432
   4   2   4   2    -0.718393525039
   4   3   1   2    -0.047350925129
   4   3   2   1    -0.000494832508
   4   3   3   4     0.000152602553
   4   3   4   3     0.003203490640
   4   4   1   1     0.612709570827
   4   4   2   2     0.003817691265
   4   4   3   3     0.007153837141
   4   4   4   4     0.306116526683
